x,y
0,2.5440211108893696
1,2.364598733655889
2,2.1703468323280966
3,1.969166320938859
4,1.7692399246749482
5,1.5786993594113932
6,1.4052945859755024
7,1.2560785917431556
8,1.1371205206182164
9,1.0532588194166457
10,1.0079044410676772
11,1.0029021090561252
12,1.0384552859731762
13,1.113117897970921
14,1.2238531517164195
15,1.3661570515510943
16,1.5342415929743476
17,1.7212701813224427
18,1.9196357003297182
19,2.121269920537167
20,2.317971662810619
21,2.5017403693939113
22,2.665101514978822
23,2.80141062216897
24,2.9051235159501365
25,2.9720218249588335
26,2.999384557612436
27,2.9860987744909298
28,2.9327048555318336
29,2.8413745208608705
30,2.71582249922919
31,2.561155436815202
32,2.3836641918061123
33,2.190567962875485
34,1.9897206587594658
35,1.7892914519228071
36,1.597432509330504
37,1.4219474148934268
38,1.269973770023554
39,1.147692882060325
40,1.0600783485698686
41,1.01069376348566
42,1.0015477730996105
43,1.0330123772907003
44,1.1038077989700439
45,1.211054537155742
46,1.350390486494293
47,1.5161483595620653
48,1.7015861955523592
49,1.8991615797418961
50,2.100838420258104
51,2.298413804447641
52,2.4838516404379347
53,2.649609513505707
54,2.788945462844257
55,2.8961922010299563
56,2.9669876227092997
57,2.9984522269003895
58,2.98930623651434
59,2.939921651430131
60,2.852307117939675
61,2.730026229976446
62,2.578052585106574
63,2.402567490669497
64,2.210708548077193
65,2.010279341240534
66,1.8094320371245143
67,1.6163358081938886
68,1.4388445631847986
69,1.2841775007708098
70,1.1586254791391295
71,1.0672951444681669
72,1.0139012255090702
73,1.0006154423875642
74,1.0279781750411665
75,1.0948764840498628
76,1.1985893778310297
77,1.3348984850211776
78,1.4982596306060887
79,1.6820283371893805
80,1.878730079462834
81,2.080364299670282
82,2.2787298186775558
83,2.4657584070256524
84,2.633842948448905
85,2.776146848283582
86,2.886882102029079
87,2.9615447140268234
88,2.997097890943875
89,2.9920955589323226
90,2.9467411805833548
91,2.8628794793817836
92,2.7439214082568455
93,2.594705414024496
94,2.421300640588607
95,2.2307600753250534
96,2.030833679061141
97,1.8296531676719034
98,1.6354012663441098
99,1.4559788891106302
