x,y
0.0,9.86585905791
1.0,10.5114595242
2.0,10.1678768162
3.0,10.4730500979
4.0,9.37229715282
5.0,9.98080901695
6.0,9.61802775266
7.0,9.95944910279
8.0,10.6093753359
9.0,10.9064635334
10.0,10.3133231187
11.0,10.7450748183
12.0,9.66822961969
13.0,10.6333649444
14.0,10.1913893724
15.0,10.1581726143
16.0,9.29726909131
17.0,10.7167915931
18.0,10.3247572859
19.0,9.27597303363
20.0,10.1568065165
20.0526315789,9.50848981977
20.1052631579,8.0359514432
20.1578947368,8.06153897459
20.2105263158,8.32907278854
20.2631578947,8.34121808702
20.3157894737,6.85421178787
20.3684210526,5.76172988348
20.4210526316,4.94191478536
20.4736842105,6.15459899548
20.5263157895,5.06125149244
20.5789473684,4.425425915
20.6315789474,2.76246576922
20.6842105263,2.18022575531
20.7368421053,2.9548519057
20.7894736842,1.38412143348
20.8421052632,2.26486746711
20.8947368421,0.895380023424
20.9473684211,0.100233430409
21.0,-0.236289512581
22.0,0.0
23.0,-0.887494965362
23.0526315789,0.37601704237
23.1052631579,0.227372851198
23.1578947368,1.72558492545
23.2105263158,2.5608794158
23.2631578947,2.58555390421
23.3157894737,3.63778385048
23.3684210526,4.46259222772
23.4210526316,4.49221959279
23.4736842105,4.35663993494
23.5263157895,4.73723161894
23.5789473684,6.39430207573
23.6315789474,6.04933261242
23.6842105263,5.95060618831
23.7368421053,7.76772375244
23.7894736842,7.58322481826
23.8421052632,9.06156928642
23.8947368421,9.42476697588
23.9473684211,9.01593345873
24.0,9.13825827614
24.0,10.1382391069
25.0,10.6523336968
26.0,9.99001805745
27.0,10.6261283826
28.0,10.7962823643
29.0,9.56171590572
30.0,9.88161611038
31.0,9.61472233242
32.0,9.34599519391
33.0,10.8796617418
34.0,10.5478460686
35.0,9.77222578975
36.0,9.17510115685
37.0,9.41427205218
38.0,10.1479431635
39.0,9.06173598937
40.0,9.8661738157
41.0,9.62938091658
42.0,10.269194061
43.0,9.40439856709
44.0,10.0773276304
45.0,9.78239014682
46.0,9.40452332293
47.0,10.6978115449
48.0,10.4638084809
49.0,9.32353781044
50.0,9.71766707272
51.0,10.9005815601
52.0,10.6479211184
53.0,10.08905098
54.0,9.33196445848
55.0,10.3122162911
56.0,10.6869596051
57.0,9.11471368214
58.0,10.186652702
59.0,9.75550288408
60.0,10.6261186263
61.0,10.4559070137
62.0,9.04860690092
63.0,9.98043129702
