x,y
0,0.7971198832
1,0.473041035
2,1.7116671119
3,1.4888613349
4,0.8819233726
5,1.152907714
6,1.59315932
7,1.4441096188
8,0.3308606458
9,0.2499317306
10,1.1858589247
11,0.3903247784
12,0.2004208119
13,1.5089551684
14,0.984223712
15,0.9565332499
16,1.3843868777
17,0.3267135196
18,1.6542510655
19,0.9481826188
20,0.8705346339
21,10.2489921391
22,10
23,9.1620025043
24,1.8560038581
25,1.8112646911
26,1.1516675886
27,1.7532102054
28,0.888833816
29,0.3885701323
30,1.2874356433
31,1.5513186388
32,0.2860119258
33,0.6182258136
34,0.1137809514
35,0.8656743801
36,1.4923952684
37,1.2472571422
38,0.3913569076
39,1.1691352491
40,1.6250273952
41,0.7987884472
42,1.1736007777
43,0.658933939
44,0.7971198832
45,0.473041035
46,1.7116671119
47,1.4888613349
48,0.8819233726
49,1.152907714
50,1.59315932
51,1.4441096188
52,0.3308606458
53,0.2499317306
54,1.1858589247
55,0.3903247784
56,0.2004208119
57,1.5089551684
58,0.984223712
59,0.9565332499
60,1.3843868777
61,0.3267135196
62,1.6542510655
63,0.9481826188
64,0.8705346339
65,10.2489921391
66,10
67,9.1620025043
68,1.8560038581
69,1.8112646911
70,1.1516675886
71,1.7532102054
72,0.888833816
73,0.3885701323
74,1.2874356433
75,1.5513186388
76,0.2860119258
77,0.6182258136
78,0.1137809514
79,0.8656743801
80,1.4923952684
81,1.2472571422
82,0.3913569076
83,1.1691352491
84,1.6250273952
85,0.7987884472
86,1.1736007777
87,0.658933939
