x,y
0,0.7971198832
1,0.473041035
2,1.7116671119
3,1.4888613349
4,0.8819233726
5,1.152907714
6,1.59315932
7,1.4441096188
8,0.3308606458
9,0.2499317306
10,1.1858589247
11,0.3903247784
12,0.2004208119
13,1.5089551684
14,0.984223712
15,0.9565332499
16,1.3843868777
17,0.3267135196
18,1.6542510655
19,0.9481826188
20,0.8705346339
21,10.2489921391
22,10
23,9.1620025043
24,1.8560038581
25,1.8112646911
26,1.1516675886
27,1.7532102054
28,0.888833816
29,0.3885701323
30,1.2874356433
31,1.5513186388
32,0.2860119258
33,0.6182258136
34,0.1137809514
35,0.8656743801
36,1.4923952684
37,1.2472571422
38,0.3913569076
39,1.1691352491
40,1.6250273952
41,0.7987884472
42,1.1736007777
43,0.658933939
