x,y
1,2.2316999435
2,2.5032331944
3,2.7618331909
4,3.2272999287
5,3.5066001415
6,3.7160665989
7,3.9151668549
8,3.8143332005
9,3.9643001556
10,4.2074337006
11,4.5487332344
12,4.8435668945
13,4.9417996407
14,5.0918002129
15,5.1435332298
16,5.0840334892
17,4.6624999046
18,4.0651664734
19,3.6048667431
20,3.2505998611
21,3.3669331074
22,3.554199934
23,3.8106000423
24,4.3923001289
25,4.6032333374
26,5.0371999741
27,5.0265002251
28,5.4191665649
29,5.1730999947
30,4.896566391
31,4.8080334663
32,4.6378998756
33,4.6082000732
34,4.6365666389
35,4.8919329643
36,5.4143662453
37,6.0057663918
38,6.7194666862
39,7.4962668419
40,7.5202999115
41,7.2392668724
42,6.7589335442
43,6.0912003517
44,4.9335002899
45,3.6893002987
46,2.1928999424
